PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
Meat love,Jan Svankmajer,El cine alucinante de Jan Svankmajer,,,,,2018,MAYO,SALA
Melting pot,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Mentiras verdes,"Werner Boote, Dominik Spritzendorfer, Mario Hötschl",Cinema planeta,Austria,170,1,ADULTOS,2018,MAYO,SALA
Mesa introductora: PCI y su registro audiocisual,,1° Muestra internacional de obras audiovisuales sobre PCI,,16,1,ADULTOS,2018,MAYO,SALA
Mi bella dama,George Cukor,,Estados Unidos,865,3,ADULTOS,2018,MAYO,SALA
mi canto tiene raíz,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Mitos y leyendas de los pueblos indigenas de Chihuahua,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Modelo,Fredercik Wiseman,Retrospectiva de Frederick Wiseman,Estados Unidos,145,2,ADULTOS,2018,MAYO,SALA
Modificado,Aube Giroux,,Canadá,66,1,ADULTOS,2018,MAYO,SALA
Moonrise Kingdom: un reino bajo la luna,Wes anderson,Todo Wes Anderson,Estados Unidos,771,2,ADULTOS,2018,MAYO,SALA
Morir de Pie,,Extensión Academica,,30,1,ADULTOS,2018,MAYO,SALA
"Muchos hijos, un mono y un castillo",Gustavo Salmerón,Premios Platino,España,118,1,ADULTOS,2018,MAYO,SALA
my soul id old,varios,Festival MIX,México,,,,2018,MAYO,SALA
Nadie nos mira,Julia Solomonoff,Festival MIX/Festival MIX,Argentina,464,3,ADULTOS,2018,MAYO,SALA
New voices in an old flower,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Nicky,varios,Festival MIX,Estados Unidos-Suiza-Australia-Reino Unido-Francia-España,,,,2018,MAYO,SALA
Ningun vietnamita me ha llamado negro,David L. Weiss,Festival ambulante: panorama 1968: conectar,Estados Unidos,138,1,ADULTOS,2018,MAYO,SALA
Nocturno,,Continua en Cartelera,,260,4,ADULTOS,2018,MAYO,SALA
Nunca estaras a salvo,,Estreno,,2573,14,ADULTOS,2018,MAYO,SALA
Oasis,varios,Festival MIX,México,,,,2018,MAYO,SALA
Oscuridad/luz/oscuridad,Jan Svankmajer,El cine alucinante de Jan Svankmajer,,,,,2018,MAYO,SALA
Otro muerto,varios,Festival MIX,México,,,,2018,MAYO,SALA
P3ND3J05,,P3ERRON3: El último de los independientes,,139,5,ADULTOS,2018,MAYO,SALA
Palabra viva,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Pedro,varios,Festival MIX,Estados Unidos-Suiza-Brasil-Portugal,,,,2018,MAYO,SALA
Perros de luna,varios,Festival MIX,Estados Unidos-Suiza-Australia-Reino Unido-Francia-España,,,,2018,MAYO,SALA
Photomaton,varios,Festival MIX,México,,,,2018,MAYO,SALA
Piripkura,"Renata Terra, Bruno Jorge, Mariana Oliva",Cinema planeta,Brasil,19,1,ADULTOS,2018,MAYO,SALA
Plantae,,Cinema planeta,,,,,2018,MAYO,SALA
Plastik lub,varios,Festival MIX,Bolivia-Dinamarca-Brasil-Estados Unidos,,,,2018,MAYO,SALA
Presentación del libro Don Quijote de la mancha,,Extensión Academica,,127,1,ADULTOS,2018,MAYO,SALA
Prep y yo,Tim Dekkers,Fetsival MIX,Países Bajos,12,1,ADULTOS,2018,MAYO,SALA
Primate,Fredercik Wiseman,Retrospectiva de Frederick Wiseman,Estados Unidos,96,2,ADULTOS,2018,MAYO,SALA
Programa amor a la mexicana,varios,Festival MIX,México,147,1,ADULTOS,2018,MAYO,SALA
Programa 1,varios,1° Muestra internacional de obras audiovisuales sobre PCI,,26,1,ADULTOS,2018,MAYO,SALA
Programa 1: cuerpo y palabra,Oscar Menéndez,Festival ambulante: por ahí del 68,México,145,2,ADULTOS,2018,MAYO,SALA
Programa 2,varios,1° Muestra internacional de obras audiovisuales sobre PCI,,28,1,ADULTOS,2018,MAYO,SALA
Programa 2: Maldita juventud,varios,Festival ambulante: por ahí del 68,,219,2,ADULTOS,2018,MAYO,SALA
Programa 3,varios,1° Muestra internacional de obras audiovisuales sobre PCI,,33,1,ADULTOS,2018,MAYO,SALA
Programa 3: Olimpiadas a todo color,varios,Festival ambulante: por ahí del 68,México,210,2,ADULTOS,2018,MAYO,SALA
Programa 4,,,,31,1,ADULTOS,2018,MAYO,SALA
Programa 4: Maldita juventud II,,Festival ambulante: por ahí del 68,,112,2,ADULTOS,2018,MAYO,SALA
Programa 5,varios,1° Muestra internacional de obras audiovisuales sobre PCI,,112,1,ADULTOS,2018,MAYO,SALA
Programa 6,varios,1° Muestra internacional de obras audiovisuales sobre PCI,,46,2,ADULTOS,2018,MAYO,SALA
Programa de cortos Svankmajer 1,Jan Svankmajer,El cine alucinante de Jan Svankmajer,,286,2,ADULTOS,2018,MAYO,SALA
Programa de cortos Svankmajer 2,Jan Svankmajer,El cine alucinante de Jan Svankmajer,,236,2,ADULTOS,2018,MAYO,SALA
Programa duro de terror,varios,Festival MIX,Bolivia-Dinamarca-Brasil-Estados Unidos,71,2,ADULTOS,2018,MAYO,SALA
Programa el diablo esta en los detalles,varios,Festival MIX,Estados Unidos-Suiza-Australia-Reino Unido-Francia-España,,1,,2018,MAYO,SALA
Programa hetero Friendly,varios,Festival MIX,México,64,1,ADULTOS,2018,MAYO,SALA
PYOTR495,varios,Festival MIX,Bolivia-Dinamarca-Brasil-Estados Unidos,,,,2018,MAYO,SALA
Ragazzi,Raúl Perrone,P3ERRON3: El último de los independientes,Argentina,103,5,ADULTOS,2018,MAYO,SALA
Ratas,Morgan Spurlick,Cinema planeta,Estados Unidos,43,1,ADULTOS,2018,MAYO,SALA
Ratas de playa,Eiza Hiffman,Festival MIX,Estados Unidos,34,1,ADULTOS,2018,MAYO,SALA
Reciprocidad,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Retrato de una mujer casada,,Vinculación Educativa,,9,1,ADULTOS,2018,MAYO,SALA
Río escondido,,"Charla sobre cine y literatura: Mauricio Magdaleno, guionista",México,164,1,ADULTOS,2018,MAYO,SALA
Roaring abyss,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
"Roma, ciudad abierta",Roberto Rossellini,Continua en Cartelera,Italia,601,7,ADULTOS,2018,MAYO,SALA
Rostros y lugares,Agnès Varda y JR,Continua en Cartelera,Francia,1996,29,ADULTOS,2018,MAYO,SALA
Rush hour,Lucíana Kaplan,Cinema planeta,México,104,1,ADULTOS,2018,MAYO,SALA
"Rusing ""down""",varios,Festival MIX,Estados Unidos-Suiza-Brasil-Portugal,,,,2018,MAYO,SALA
Safari,Ulrich Seidl,Cinema planeta,Austria,46,1,ADULTOS,2018,MAYO,SALA
Sagrada,,P3ERRON3: El último de los independientes,,126,5,ADULTOS,2018,MAYO,SALA
Salón méxico,,"Charla sobre cine y literatura: Mauricio Magdaleno, guionista",México,162,1,ADULTOS,2018,MAYO,SALA
Salvaje despertar,Joan Fermí Martí,Festival MIX,España,149,2,ADULTOS,2018,MAYO,SALA
Samuray-s,,P3ERRON3: El último de los independientes,,46,3,ADULTOS,2018,MAYO,SALA
Santa y Andrés,Carlos Lechuga,,Cuba-Colombia-Francia,47,1,ADULTOS,2018,MAYO,SALA
Saturn,varios,Festival MIX,,,,,2018,MAYO,SALA
Semilla,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Seminario Experiencias de archivo,Tzutzumatzin Soto,Seminario Experiencias de archivo,,33,1,ADULTOS,2018,MAYO,SALA
Seminario: hacer memoria,,Festival ambulante: por ahí del 68,,143,1,ADULTOS,2018,MAYO,SALA
Seminario: la producción universitaria,,Festival ambulante: por ahí del 68,,114,1,ADULTOS,2018,MAYO,SALA
Seminario: Panorama 1968: de la familia a la calle,varios,Festival ambulante: por ahí del 68,Estados Unidos,161,1,ADULTOS,2018,MAYO,SALA
Seminario: presos políticos y archivo de lo político,,Festival ambulante: por ahí del 68,,160,1,ADULTOS,2018,MAYO,SALA
"Seminario: visualidades . La producción del desencanto, archivos que son y archivos que fueron",,Festival ambulante: por ahí del 68,,123,1,ADULTOS,2018,MAYO,SALA
Símbolo sexual,varios,Festival MIX,Estados Unidos-Suiza-Brasil-Portugal,84,1,ADULTOS,2018,MAYO,SALA
Sin amor,Andréi Zviáguintsev,Continua en Cartelera,Rusia-Francia-Alemania-Bélgica,4477,36,ADULTOS,2018,MAYO,SALA
Sin dios y sin diablo,,Función especial,,174,2,ADULTOS,2018,MAYO,SALA
"Sobrevivir a la vida, teoría y práctica",Jan Svankmajer,El cine alucinante de Jan Svankmajer,República Checa,293,2,ADULTOS,2018,MAYO,SALA
Subyacente,,Cinema planeta,,,,,2018,MAYO,SALA
Sueño en otro idioma,Ernesto Contreras,Continua en Cartelera/Rumbo al ariel,México-Holanda,6035,45,ADULTOS,2018,MAYO,SALA
Sueño imperial,David Borenstein,Cinema planeta,Dinamarca,81,1,ADULTOS,2018,MAYO,SALA
Sunka Raku,,Estreno,,757,12,ADULTOS,2018,MAYO,SALA
Swagger: gente con estilo,,Estreno,Francia,660,12,ADULTOS,2018,MAYO,SALA
Tan fuerte como una bestia,varios,Festival MIX,Estados Unidos-Suiza-Australia-Reino Unido-Francia-España,,,,2018,MAYO,SALA
Tan libreo como un dios,varios,Festival MIX,Estados Unidos-Suiza-Australia-Reino Unido-Francia-España,,,,2018,MAYO,SALA
Territorio Leonora,Gibran Bazán,Leonora Carrington: cuentos mágicos,México,254,2,ADULTOS,2018,MAYO,SALA
The falt,Jan Svankmajer,El cine alucinante de Jan Svankmajer,,,,,2018,MAYO,SALA
The song of the maple tree,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Theo y Hugo en la misma tina,"Ilivier Ducastel, Jacques Martineau",Festival MIX,Francia,240,2,ADULTOS,2018,MAYO,SALA
Tiempo compartido,Sebastian Hofmann,Rumbo al ariel,México-Países bajos,174,1,ADULTOS,2018,MAYO,SALA
Tiempos modernos,,Linterna mágica,,350,1,NIÑOS,2018,MAYO,SALA
Tinta bruta,"Filipe Matzembacher, Mario Reolon",Festival MIX,Brasil,160,2,ADULTOS,2018,MAYO,SALA
Titicut follies,Fredercik Wiseman,Retrospectiva de Frederick Wiseman,Estados Unidos,173,2,ADULTOS,2018,MAYO,SALA
"Tito tito,Alfarera tradicional licananta",,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Tom de Finlandia,Dome Karukoski,Festival MIX,Finlandia-Suecia-Dinamarca-Alemania-Islanida-Estados Unidos,284,2,ADULTOS,2018,MAYO,SALA
Tres son multitud,Wes anderson,Todo Wes Anderson,Estados Unidos,1070,4,ADULTOS,2018,MAYO,SALA
Tribunal juvenil,Fredercik Wiseman,Retrospectiva de Frederick Wiseman/Festival ambulante: Fredercik Wiseman,Estados Unidos,84,2,ADULTOS,2018,MAYO,SALA
Un minuto de gloria,Kristina Grozeva y Petar Valchanov,Continua en Cartelera,Bulgaria-Grecia,2177,34,ADULTOS,2018,MAYO,SALA
Una mujer fantástica,Sebastián Lelio,Premios Platino,Chile-Alemania-España-Estados Unidos,143,1,ADULTOS,2018,MAYO,SALA
Una probadita,varios,Festival MIX,Estados Unidos-Suiza-Brasil-Portugal,,,,2018,MAYO,SALA
Verano 1993,Carla Simón,Continua en Cartelera/Premios platino,España,2992,41,ADULTOS,2018,MAYO,SALA
Verdad cristalina,Carolina Jabor,Festival MIX,Brasil,151,1,ADULTOS,2018,MAYO,SALA
Víctimas del pecado,,"Charla sobre cine y literatura: Mauricio Magdaleno, guionista",México,190,1,ADULTOS,2018,MAYO,SALA
Vida acuática,Wes anderson,Todo Wes Anderson,Estados Unidos,1287,4,ADULTOS,2018,MAYO,SALA
Viento de morelos,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Violeta al fin,,Estreno,,3399,38,ADULTOS,2018,MAYO,SALA
Xantolero,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Xilonen chiltomate,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Ya bajada,varios,Festival MIX,Bolivia-Dinamarca-Brasil-Estados Unidos,,,,2018,MAYO,SALA
Zama,Lucrecia Martel,Premios Platino,Argentina-Brasil-España-Francia-México-Estados Unidos-Paises bajo,66,1,ADULTOS,2018,MAYO,SALA
Zanjas,Francisco J. Paparella,Continua en Cartelera,Argentina-México,1079,30,ADULTOS,2018,MAYO,SALA
Zócalo shorts,,Cinema planeta,,22,1,ADULTOS,2018,MAYO,SALA
Zunilda lepin Henríquez,,1° Muestra internacional de obras audiovisuales sobre PCI,,,,,2018,MAYO,SALA
Isla de perros,Wes Anderson,Continua en Cartelera,Estados Unidos,19528,74,ADULTOS,2018,JUNIO,SALA
Bottle rocket,Wes Anderson,Todo Wes Anderson,Estados Unidos,443,3,ADULTOS,2018,JUNIO,SALA
Tres son multitud,Wes Anderson,Todo Wes Anderson,Estados Unidos,592,3,ADULTOS,2018,JUNIO,SALA
Los excentricos tenenbaum,Wes Anderson,Todo Wes Anderson,Estados Unidos,579,3,ADULTOS,2018,JUNIO,SALA
Crimen en el Cairo,Tarik Saleh,Continua en Cartelera,Suecia / Dinamarca / Alemania,2054,23,ADULTOS,2018,JUNIO,SALA
El fantástico señor zorro,Wes Anderson,Todo Wes Anderson,Estados Unidos,1680,5,ADULTOS,2018,JUNIO,SALA
Moonrise Kingdom: un reino bajo la luna,Wes Anderson,Todo Wes Anderson,Estados Unidos,1332,5,ADULTOS,2018,JUNIO,SALA
El gran hotel budapest,Wes Anderson,Todo Wes Anderson,Estados Unidos,1459,5,ADULTOS,2018,JUNIO,SALA
Nunca estarás a salvo,Lynne Ramsay,Continua en Cartelera,Estados Unidos,7273,56,ADULTOS,2018,JUNIO,SALA
El tercer asesinato,Hirokazu Kore-eda,Continua en Cartelera,Japón,5469,52,ADULTOS,2018,JUNIO,SALA
Muestra CUEC Programa 1: Los peces raros,Varios,Muestra CUEC,México,214,1,ADULTOS,2018,JUNIO,SALA
Programa 1: La Mariachi,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: Y el verbo se hizo carne,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: Suicidrag,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: Amanecer,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: El Canadiense,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: Cereza,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: Laura,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Programa 1: El viento,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Presentación del libro: Cine animado en México,,MICA,México,383,1,ADULTOS,2018,JUNIO,SALA
Ana y Bruno,Carlos Carrera,"Master Class ""Cine de Animación""",México,383,1,ADULTOS,2018,JUNIO,SALA
Los Arieles van al MICA,,MICA,,383,1,ADULTOS,2018,JUNIO,SALA
Estudio de caso de coproducción con canadá x500,,MICA,,383,1,ADULTOS,2018,JUNIO,SALA
Master Class Berlinale,,MICA,,257,1,ADULTOS,2018,JUNIO,SALA
Master Class Crónica Documental,,MICA,,275,1,ADULTOS,2018,JUNIO,SALA
X500,Juan Andrés Arango García,MICA,Canadá / México /,336,1,ADULTOS,2018,JUNIO,SALA
Mater Class Edie Ichioka,,MICA,,257,1,ADULTOS,2018,JUNIO,SALA
Cine y Sociedad una conversación Fernanda Solorzano,,MICA,,297,1,ADULTOS,2018,JUNIO,SALA
Master Class: Los Reyes del pueblo que no existe,Betzabé García,MICA,México,286,1,ADULTOS,2018,JUNIO,SALA
"Humbolt en México, la mirada del explorador",Ana Cruz,Continua en Cartelera,México,1095,24,ADULTOS,2018,JUNIO,SALA
El Caído del cielo,Modesto López,Continua en Cartelera,México,479,27,ADULTOS,2018,JUNIO,SALA
Un minuto de gloria,Kristina Grozeva / Petar Valchanov,Continua en Cartelera,Bulgaria / Grecia,422,10,ADULTOS,2018,JUNIO,SALA
"Bendíceme, Última",Carl Franklin,"Charlas sobre cine y literatura: Los Chicanos, de la letra a la imagen",Estados Unidos,143,1,ADULTOS,2018,JUNIO,SALA
Master Class: Tiempo compartido,,MICA,,159,1,ADULTOS,2018,JUNIO,SALA
Koneline: Nuestra tierra hermosa,Neftie Wild,MICA,Canadá,190,1,ADULTOS,2018,JUNIO,SALA
Master Class: Efectos visuales,,MICA,,150,1,ADULTOS,2018,JUNIO,SALA
Panel 4K,,MICA,,12,1,ADULTOS,2018,JUNIO,SALA
Angry Inuk,Alethea Amaqua-Baril,MICA,Canadá,126,1,ADULTOS,2018,JUNIO,SALA
Irak año cero / parte 2: Después de la batalla,Abbas Fahdel,Continua en Cartelera,Irak / Francia,391,29,ADULTOS,2018,JUNIO,SALA
Zanjas,Francisco J. Paparella,Continua en Cartelera,Argentina / México,371,15,ADULTOS,2018,JUNIO,SALA
Verano 1993,Carla Simón,Continua en Cartelera,España,1286,26,ADULTOS,2018,JUNIO,SALA
Aún más bella,Anne-Gaëlle Daval,Estreno,Francia / Bélgica,4559,48,ADULTOS,2018,JUNIO,SALA
Sin miedo,Claudia Zulian,Estreno,España,1014,25,ADULTOS,2018,JUNIO,SALA
Sin muertos no hay Carnaval,,Estreno,Ecuador/México/Alemania,879,28,ADULTOS,2018,JUNIO,SALA
Hogar,Fien Troch,Continua en Cartelera,Bélgica,1292,28,ADULTOS,2018,JUNIO,SALA
Swagger: Gente con estilo,Olivier Babinet,Continua en Cartelera,Francia,1660,33,ADULTOS,2018,JUNIO,SALA
Fenómenos,Tod Browning,Clásicos en pantalla grande,Estados Unidos,167,1,ADULTOS,2018,JUNIO,SALA
"Yo, un negro",Jean Rouch,Clásicos en pantalla grande,Francia,293,2,ADULTOS,2018,JUNIO,SALA
Violeta al fin,Hilda Hidalgo,Continua en Cartelera,Costa Rica,1516,26,ADULTOS,2018,JUNIO,SALA
El pequeño Quinquin,,Vinculación Educativa,Francia,57,1,INFANTIL,2018,JUNIO,SALA
Invocación surrealista: Leonora Carrington I y II,Sandra Luz Aguilar,Leonora Carrington: Cuentos Mágicos,México,449,4,ADULTOS,2018,JUNIO,SALA
El intenso ahora,Joáo Moreira Salles,Continua en Cartelera,Brasil,886,23,ADULTOS,2018,JUNIO,SALA
El ángel en el reloj,Miguel Ángel Flores Uriegas,Matinee infantil,México,588,14,INFANTIL,2018,JUNIO,SALA
Sueño en otro idioma,Ernesto Contreras,Continua en Cartelera,México,4169,33,ADULTOS,2018,JUNIO,SALA
Sunka Raku,Hari Sama,Continua en Cartelera,México,756,28,ADULTOS,2018,JUNIO,SALA
Titulares,Julia Rugina,Semana de cine Rumano,Rumania,283,2,ADULTOS,2018,JUNIO,SALA
Vida Acuática,Wes Anderson,Todo Wes Anderson,Estados Unidos,583,3,ADULTOS,2018,JUNIO,SALA
Hotel Chevalier | Viaje a Derjeeling,Wes Anderson,Todo Wes Anderson,Estados Unidos,742,3,ADULTOS,2018,JUNIO,SALA
Muestra CUEC Programa 2: Dulces sueños,Varios,Muestra CUEC,México,175,1,ADULTOS,2018,JUNIO,SALA
programa 2: La torre,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 2: Aztecas 215,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 2: Receta para un escape,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 2: Las niñas que no tuvieron miedo,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 2: Orgasmo,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 2: Lluvia,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Muestra CUEC programa 3: Potocine,Varios,Muestra CUEC,México,121,1,,2018,JUNIO,SALA
programa 3: Ring pop,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 3: Canis familiaris,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 3: Diapositivas,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 3: La vida de Tito,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 3: Huevo Frito,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 3: Y recibir tu aliento,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Muestra CUEC programa 4: Se requiere su presencia,Varios,Muestra CUEC,México,184,1,ADULTOS,2018,JUNIO,SALA
programa 4: Collage en mi menor,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 4: En el fondo del agua,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 4: Detrás de una imagen (todo en sí la misma cosa),Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 4: Resonancia,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 4: La música del tiro a Gol,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 4: Contracorriente,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
Presentación de libros para adaptación visual,,MICA,,251,1,ADULTOS,2018,JUNIO,SALA
Panel de realización de series,,MICA,,265,1,ADULTOS,2018,JUNIO,SALA
Presentación del Documentary Film Program de sundance,,MICA,,263,1,ADULTOS,2018,JUNIO,SALA
Master Class Pamela Yates,,MICA,,267,1,ADULTOS,2018,JUNIO,SALA
"Lectura del guión ""aquí en la tierra""",,MICA,,337,1,ADULTOS,2018,JUNIO,SALA
No soy una bruja,Rungano Nyoni,Estreno,Reino Unido,7205,45,ADULTOS,2018,JUNIO,SALA
Rumble: Los indios que hicieron rockear al mundo,Catherine Bainbridge / Alfonso Maiorana,MICA,Canadá,190,1,ADULTOS,2018,JUNIO,SALA
Luminarias,José Luis Valenzuela,"Charlas sobre cine y literatura: Los Chicanos, de la letra a la imagen",Estados Unidos,153,1,ADULTOS,2018,JUNIO,SALA
El país de los sordos,,,,,,,2018,JUNIO,SALA
"Sin Dios y sin diablo, Jaime Sabines y sus lectores",Claudio Isaac,Estreno,México,1172,23,ADULTOS,2018,JUNIO,SALA
Niñato/aliens,Adrián Orr,Estreno/La Ola muestra de cine contemporáneo español,España,1050,30,ADULTOS,2018,JUNIO,SALA
Júlia ist /Santa Ana,César Pesquera,La Ola muestra de cine contemporáneo español,España,172,1,ADULTOS,2018,JUNIO,SALA
Los desheredados/ El mar nos mira de Lejos,Laura Ferrés,La Ola muestra de cine contemporáneo español,España,136,1,ADULTOS,2018,JUNIO,SALA
Quiasma/Donqueyote,Tono Mejuto,La Ola muestra de cine contemporáneo español,España,22,1,ADULTOS,2018,JUNIO,SALA
A través de Alan Glass,Tufic Makhlouf Aki,Leonora Carrington: Cuentos Mágicos,México,173,2,ADULTOS,2018,JUNIO,SALA
Nadie nos mira,Julia Solomonoff,Estreno,Argentina / España / Colombia / Brasil / Estados Unidos,2056,35,ADULTOS,2018,JUNIO,SALA
Luna de papel,Adrian Sitaru,Clásicos en pantalla grande,Estados Unidos,448,4,ADULTOS,2018,JUNIO,SALA
La idea de un lago,Milagros Mumenthaler,Estreno/Función Especial,Argentina / Suiza / Países Bajos / Catar,1030,15,ADULTOS,2018,JUNIO,SALA
Negocios Orientales,Igor Cobileanski,Semana de cine Rumano,Alemania / Francia,128,2,ADULTOS,2018,JUNIO,SALA
El negociador,Adrian Sitaru,Semana de cine Rumano,Francia,233,2,ADULTOS,2018,JUNIO,SALA
La desaparición,Constantin Popescu,Semana de cine Rumano,Rumania / Francia,339,2,ADULTOS,2018,JUNIO,SALA
La reconstrucción,Lucian Pintilie,Semana de cine Rumano,Rumania,196,2,ADULTOS,2018,JUNIO,SALA
Ana mi amor,Calin Peter Netzer,Semana de cine Rumano,Rumania / Alemania / Francia,174,1,ADULTOS,2018,JUNIO,SALA
Vazante,Daniela Thomas,Muestra de cine Brasileño,Brasil,230,2,ADULTOS,2018,JUNIO,SALA
Stalker. La zona,Andrei Tarkovski,Estreno,URSS,2423,16,ADULTOS,2018,JUNIO,SALA
Muestra CUEC programa 5: Llévate mis ojos más allá del horizonte,Varios,Muestra CUEC,México,98,1,ADULTOS,2018,JUNIO,SALA
programa 5: Así como el océano genera olas,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 5: Mina,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 5: Abrakadabra,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
programa 5: Tarumba,Varios,Muestra CUEC,México,,,,2018,JUNIO,SALA
La guerra de los botones,,Linterna mágica,Francia,252,1,INFANTIL,2018,JUNIO,SALA
